ID,korisnik,aktivnost,datum,trajanje_min,kalorije,otkucaji,deleted
9476,Miloš Knežević,Joga,2024-06-06,34,141,63,0
9477,Nemanja Tadić,Plivanje,2024-07-18,71,412,200,0
9478,Dragana Vukić,Joga,2025-04-14,126,542,176,0
9479,Marko Janković,Biciklizam,2025-03-03,51,922,84,0
9480,Kristina Jovanović,Trčanje,2025-10-11,126,1006,178,0
9481,Milica Vuković,Plivanje,2024-07-25,41,599,99,0
9482,Marija Popović,Biciklizam,2024-07-16,98,1091,137,0
9483,Jovana Tadić,Joga,2024-08-08,150,222,113,0
9484,Stefanija Popović,Plivanje,2025-06-26,139,944,78,0
9485,Tanja Ristić,Trčanje,2024-06-22,114,1122,111,0
9486,Vesna Stanković,Teretana,2024-04-24,69,988,139,0
9487,Kristina Aleksić,Teretana,2024-10-03,60,239,171,0
9488,Luka Stanković,Joga,2025-01-10,138,1154,135,0
9489,Nemanja Đorđević,Teretana,2025-06-29,46,438,79,0
9490,Marija Pavlović,Biciklizam,2025-10-20,151,1150,149,0
9491,Ana Stanković,Joga,2025-07-07,178,418,154,0
9492,Marko Vuković,Plivanje,2025-08-09,136,366,185,0
9493,Ana Ilić,Plivanje,2024-07-18,84,497,143,0
9494,Aleksa Pavlović,Plivanje,2024-06-10,171,888,193,0
9495,Ana Lukić,Trčanje,2024-08-12,175,510,119,0
9496,Katarina Vukić,Trčanje,2025-08-04,171,690,118,0
9497,Nikolina Vuković,Trčanje,2024-05-03,23,1271,175,0
9498,Vladimir Stojić,Biciklizam,2024-05-10,36,404,131,0
9499,Milica Ristić,Teretana,2025-10-31,21,890,177,0
9500,Ivana Ilić,Joga,2025-07-29,67,136,177,0
9501,Aleksa Popović,Trčanje,2024-10-03,157,837,92,0
9502,Aleksa Dimitrijević,Joga,2024-11-30,73,631,158,0
9503,Vesna Aleksić,Biciklizam,2024-08-27,15,483,146,0
9504,Filip Božić,Biciklizam,2024-03-11,144,520,148,0
9505,Marija Petrović,Teretana,2024-01-06,168,389,177,0
9506,Stefan Jovanović,Joga,2024-05-06,162,158,113,0
9507,Filip Nikolić,Plivanje,2024-12-24,156,1260,163,0
9508,Sara Pavlović,Trčanje,2025-12-28,152,932,137,0
9509,Aleksandar Simić,Joga,2025-12-27,134,1295,172,0
9510,Miloš Miladinović,Teretana,2024-01-01,74,1160,134,0
9511,Milica Miladinović,Joga,2024-08-04,24,204,91,0
9512,Filip Simić,Biciklizam,2024-07-26,87,138,139,0
9513,Kristina Radović,Teretana,2025-07-19,121,239,154,0
9514,Tanja Marković,Biciklizam,2024-04-03,158,1360,96,0
9515,Aleksandar Vuković,Plivanje,2024-10-13,178,1321,199,0
9516,Sara Jovanović,Trčanje,2024-04-17,63,648,68,0
9517,Jelena Radanović,Plivanje,2025-07-27,153,344,166,0
9518,Aleksandar Đorđević,Teretana,2025-01-13,167,1153,146,0
9519,Danijel Marković,Teretana,2025-04-21,76,149,131,0
9520,Milan Vasić,Plivanje,2024-12-04,174,202,86,0
9521,Nemanja Vuković,Biciklizam,2025-01-22,100,1454,107,0
9522,Jovana Aleksić,Joga,2025-09-01,142,1145,125,0
9523,Marko Vukić,Trčanje,2025-11-07,125,125,127,0
9524,Vesna Marković,Trčanje,2024-07-17,101,1185,123,0
9525,Nikolina Ilić,Teretana,2024-08-05,58,430,70,0
9526,Petar Jovanović,Plivanje,2025-05-13,94,1287,66,0
9527,Katarina Petrović,Joga,2025-02-26,59,618,194,0
9528,Vladimir Marković,Biciklizam,2024-10-05,165,1362,65,0
9529,Marko Aleksić,Joga,2025-02-14,126,1167,183,0
9530,Nemanja Simić,Plivanje,2024-03-07,13,215,108,0
9531,Jovana Knežević,Joga,2024-02-23,162,151,146,0
9532,Aleksandar Lukić,Biciklizam,2025-03-27,119,382,75,0
9533,Kristina Ristić,Biciklizam,2024-03-30,141,841,71,0
9534,Stefanija Radović,Trčanje,2024-06-24,47,1413,200,0
9535,Sara Knežević,Plivanje,2025-06-19,74,169,156,0
9536,Stefanija Simić,Biciklizam,2025-06-12,153,108,99,0
9537,Tanja Đorđević,Teretana,2024-01-22,122,147,60,0
9538,Filip Pavlović,Trčanje,2024-05-20,76,240,119,0
9539,Aleksa Milošević,Joga,2025-08-13,38,1428,158,0
9540,Ana Jovanović,Joga,2024-07-01,33,189,75,0
9541,Milica Milenković,Joga,2025-07-18,16,676,159,0
9542,Luka Kovačević,Joga,2024-08-18,173,1071,142,0
9543,Nikolina Milošević,Biciklizam,2025-07-27,104,850,192,0
9544,Marko Petrović,Teretana,2024-04-06,68,407,193,0
9545,Marko Ristić,Biciklizam,2025-06-24,77,1069,110,0
9546,Marko Popović,Trčanje,2024-11-28,134,1420,99,0
9547,Katarina Božić,Plivanje,2025-06-24,27,1027,60,0
9548,Ivana Dimitrijević,Biciklizam,2025-10-02,118,1419,111,0
9549,Nemanja Radanović,Biciklizam,2024-04-25,50,999,119,0
9550,Ivana Matić,Teretana,2025-02-10,115,1394,81,0
9551,Nikolina Marković,Plivanje,2025-10-07,171,1391,125,0
9552,Petar Dimitrijević,Trčanje,2024-12-17,42,1092,145,0
9553,Sara Ristić,Joga,2024-12-03,109,1295,116,0
9554,Ivana Stojić,Biciklizam,2025-04-26,132,663,184,0
9555,Ivana Lukić,Plivanje,2025-09-21,57,957,81,0
9556,Petar Kovačević,Plivanje,2025-05-13,50,369,85,0
9557,Katarina Aleksić,Trčanje,2025-06-16,106,1309,158,0
9558,Jovana Radanović,Joga,2024-10-17,165,587,84,0
9559,Danijel Kovačević,Biciklizam,2025-01-07,146,1292,93,0
9560,Dragana Vuković,Teretana,2024-10-24,98,1397,73,0
9561,Jovana Pavlović,Trčanje,2025-01-17,51,601,168,0
9562,Marija Miladinović,Plivanje,2025-10-17,100,954,108,0
9563,Milan Božić,Biciklizam,2025-02-22,111,1000,81,0
9564,Ivana Vukić,Plivanje,2024-08-06,150,1284,100,0
9565,Tanja Vuković,Trčanje,2024-07-20,117,1010,160,0
9566,Jelena Vasić,Teretana,2025-07-10,106,1244,111,0
9567,Nemanja Petrović,Trčanje,2025-11-07,19,577,182,0
9568,Ivana Ristić,Joga,2025-08-08,98,1389,194,0
9569,Vesna Milenković,Plivanje,2024-10-14,77,725,121,0
9570,Jovana Miladinović,Teretana,2025-07-18,119,611,162,0
9571,Kristina Kovačević,Teretana,2024-11-23,54,140,156,0
9572,Milan Jovanović,Biciklizam,2024-03-26,169,1387,79,0
9573,Nikola Vukić,Teretana,2025-01-22,92,661,100,0
9574,Katarina Vasić,Joga,2025-12-06,113,1430,185,0
9575,Milan Miladinović,Teretana,2025-10-04,159,288,95,0
9576,Stefan Nikolić,Joga,2024-05-07,153,457,159,0
9577,Luka Đorđević,Biciklizam,2025-07-10,156,398,147,0
9578,Dragana Petrović,Teretana,2024-06-03,150,954,172,0
9579,Jovana Dimitrijević,Teretana,2025-12-18,16,1260,181,0
9580,Jovana Radović,Trčanje,2025-07-01,134,673,71,0
9581,Dragana Miladinović,Trčanje,2025-04-21,29,535,185,0
9582,Nikola Jovanović,Plivanje,2024-04-02,59,607,114,0
9583,Vladimir Petrović,Teretana,2025-04-20,120,672,126,0
9584,Petar Janković,Biciklizam,2025-04-08,111,729,103,0
9585,Tanja Matić,Teretana,2024-06-25,27,183,190,0
9586,Katarina Vuković,Trčanje,2025-05-09,179,1308,192,0
9587,Marko Matić,Plivanje,2025-12-10,146,462,105,0
9588,Jelena Matić,Plivanje,2025-08-14,49,1262,157,0
9589,Miloš Aleksić,Joga,2024-01-13,56,1389,156,0
9590,Aleksa Matić,Biciklizam,2024-05-07,31,806,183,0
9591,Stefanija Radanović,Joga,2024-04-29,50,237,186,0
9592,Marija Ilić,Plivanje,2025-10-08,102,1016,124,0
9593,Miloš Popović,Teretana,2024-08-16,77,200,70,0
9594,Milan Kovačević,Plivanje,2025-07-16,58,543,164,0
9595,Sara Janković,Joga,2025-07-05,51,110,87,0
9596,Luka Božić,Plivanje,2024-04-07,78,866,122,0
9597,Milica Vukić,Trčanje,2024-01-09,74,1353,143,0
9598,Milica Božić,Plivanje,2024-01-19,101,134,80,0
9599,Marija Đorđević,Trčanje,2025-10-22,134,376,84,0
9600,Nikola Radović,Plivanje,2024-11-05,152,228,80,0
9601,Luka Jovanović,Trčanje,2024-06-04,179,1347,129,0
9602,Danijel Janković,Plivanje,2025-02-22,25,982,96,0
9603,Nikolina Dimitrijević,Plivanje,2025-02-01,170,419,189,0
9604,Stefan Radović,Teretana,2025-03-25,100,1126,164,0
9605,Luka Petrović,Trčanje,2025-09-09,34,1119,146,0
9606,Stefanija Đorđević,Joga,2025-04-25,156,569,102,0
9607,Marko Radović,Teretana,2025-02-24,141,1492,109,0
9608,Sara Petrović,Biciklizam,2024-03-29,175,403,167,0
9609,Sara Radović,Plivanje,2024-10-17,20,198,185,0
9610,Vesna Božić,Teretana,2024-11-26,114,1270,124,0
9611,Dragana Božić,Biciklizam,2025-05-01,133,482,140,0
9612,Ivana Janković,Biciklizam,2024-05-26,83,456,106,0
9613,Vesna Knežević,Teretana,2024-05-26,113,421,142,0
9614,Marija Vuković,Plivanje,2025-01-26,55,909,199,0
9615,Danijel Milenković,Teretana,2025-10-23,140,828,79,0
9616,Teodora Ristić,Joga,2025-07-03,27,233,101,0
9617,Jelena Vukić,Biciklizam,2024-08-17,142,722,191,0
9618,Filip Stojić,Joga,2024-03-29,10,344,188,0
9619,Ivana Popović,Trčanje,2025-12-23,15,760,144,0
9620,Sara Tadić,Joga,2025-01-02,110,1439,108,0
9621,Jelena Lukić,Teretana,2025-11-28,141,289,149,0
9622,Petar Miladinović,Teretana,2024-05-19,129,1036,75,0
9623,Teodora Vasić,Plivanje,2024-07-06,130,516,152,0
9624,Miloš Radović,Trčanje,2024-07-20,151,243,76,0
9625,Nikolina Ristić,Trčanje,2025-08-10,34,1254,184,0
9626,Aleksa Kovačević,Trčanje,2024-07-23,84,931,81,0
9627,Filip Jovanović,Plivanje,2025-09-08,45,910,130,0
9628,Marija Radanović,Trčanje,2024-02-20,149,920,145,0
9629,Nikola Vasić,Joga,2024-01-04,81,1176,174,0
9630,Petar Milenković,Plivanje,2025-06-09,29,462,95,0
9631,Nemanja Popović,Trčanje,2025-02-01,71,1170,67,0
9632,Ivana Miladinović,Biciklizam,2025-06-27,34,1107,98,0
9633,Nikola Dimitrijević,Trčanje,2024-02-17,14,122,197,0
9634,Aleksa Radović,Trčanje,2025-02-08,74,1238,193,0
9635,Ivana Aleksić,Plivanje,2025-04-25,173,885,74,0
9636,Vladimir Vuković,Joga,2025-01-16,106,904,175,0
9637,Nemanja Miladinović,Joga,2024-07-17,98,836,67,0
9638,Petar Vasić,Trčanje,2024-04-13,111,875,134,0
9639,Vladimir Božić,Teretana,2025-05-21,148,631,186,0
9640,Aleksa Ristić,Biciklizam,2025-03-18,107,988,115,0
9641,Nikolina Đorđević,Trčanje,2024-03-11,139,226,168,0
9642,Marko Petrović,Teretana,2025-08-31,96,560,154,0
9643,Nikola Stojić,Biciklizam,2024-07-27,157,653,86,0
9644,Ivana Ristić,Joga,2024-08-10,71,742,136,0
9645,Nikola Kovačević,Trčanje,2024-04-11,37,909,120,0
9646,Filip Lukić,Biciklizam,2024-06-04,111,1454,166,0
9647,Vesna Matić,Trčanje,2025-08-23,86,1131,109,0
9648,Milan Janković,Plivanje,2024-03-21,65,259,103,0
9649,Danijel Jovanović,Biciklizam,2025-09-02,97,844,166,0
9650,Petar Pavlović,Plivanje,2024-01-02,58,1368,91,0
9651,Stefanija Janković,Plivanje,2025-12-19,95,1415,73,0
9652,Katarina Ristić,Plivanje,2024-04-13,165,1053,85,0
9653,Jelena Dimitrijević,Joga,2024-03-27,11,379,131,0
9654,Teodora Knežević,Biciklizam,2025-11-26,144,1072,184,0
9655,Nemanja Stanković,Biciklizam,2024-01-08,167,959,143,0
9656,Marija Ristić,Teretana,2025-01-22,163,100,156,0
9657,Miloš Jovanović,Joga,2024-06-21,77,1188,115,0
9658,Stefan Milošević,Teretana,2024-03-28,76,414,114,0
9659,Nikolina Milenković,Teretana,2025-04-06,135,1490,83,0
9660,Jelena Radović,Plivanje,2024-03-22,81,425,111,0
9661,Stefan Dimitrijević,Trčanje,2024-07-21,47,941,140,0
9662,Nikola Stanković,Biciklizam,2025-11-04,37,1449,94,0
9663,Nemanja Knežević,Teretana,2025-04-04,104,1318,165,0
9664,Vesna Dimitrijević,Plivanje,2024-05-30,118,954,98,0
9665,Marko Milenković,Biciklizam,2025-03-05,126,668,141,0
9666,Ivana Nikolić,Teretana,2025-09-13,166,1180,143,0
9667,Danijel Popović,Joga,2025-03-10,65,501,138,0
9668,Stefanija Lukić,Plivanje,2024-03-03,115,1023,139,0
9669,Nemanja Stojić,Teretana,2024-04-05,134,934,72,0
9670,Kristina Nikolić,Trčanje,2024-04-19,11,504,95,0
9671,Katarina Lukić,Biciklizam,2024-09-18,77,825,141,0
9672,Milan Milenković,Trčanje,2024-04-25,115,880,126,0
9673,Jelena Božić,Teretana,2024-10-18,81,1083,82,0
9674,Petar Vuković,Biciklizam,2025-07-07,135,1379,102,0
9675,Marija Stojić,Joga,2025-04-23,123,1209,144,0
9676,Jovana Božić,Teretana,2025-06-16,156,468,129,0
9677,Marko Miladinović,Plivanje,2024-04-12,36,1427,122,0
9678,Jelena Janković,Plivanje,2024-11-17,54,759,76,0
9679,Luka Vuković,Trčanje,2024-11-11,158,810,82,0
9680,Jelena Jovanović,Trčanje,2025-02-06,145,1474,170,0
9681,Petar Vukić,Trčanje,2025-12-10,132,235,128,0
9682,Ivana Milošević,Plivanje,2024-08-24,177,1109,182,0
9683,Stefan Milenković,Trčanje,2025-10-10,151,1116,162,0
9684,Jelena Milenković,Biciklizam,2025-09-25,122,1062,186,0
9685,Milan Đorđević,Biciklizam,2024-04-23,132,398,104,0
9686,Dragana Ilić,Joga,2024-01-08,53,1081,168,0
9687,Stefan Knežević,Trčanje,2024-11-03,85,627,119,0
9688,Stefan Simić,Trčanje,2025-02-19,54,1040,121,0
9689,Miloš Ilić,Biciklizam,2025-09-16,60,791,115,0
9690,Marko Miladinović,Plivanje,2025-09-21,171,181,67,0
9691,Katarina Simić,Trčanje,2024-10-13,147,686,68,0
9692,Tanja Vukić,Trčanje,2025-11-11,85,750,127,0
9693,Luka Radović,Teretana,2024-09-19,145,1160,196,0
9694,Stefan Pavlović,Plivanje,2025-08-28,77,764,165,0
9695,Aleksa Tadić,Trčanje,2024-01-25,121,1147,81,0
9696,Nikola Matić,Plivanje,2025-08-23,112,1317,67,0
9697,Teodora Radanović,Teretana,2024-08-14,170,1211,117,0
9698,Marija Jovanović,Teretana,2024-12-07,13,244,61,0
9699,Filip Popović,Plivanje,2024-06-23,14,375,108,0
9700,Milica Simić,Teretana,2025-05-07,122,1132,197,0
9701,Vladimir Matić,Trčanje,2025-01-10,77,325,60,0
9702,Ivana Marković,Plivanje,2024-02-04,11,985,64,0
9703,Sara Popović,Trčanje,2025-03-26,136,941,63,0
9704,Aleksa Vasić,Teretana,2024-11-30,104,1254,69,0
9705,Aleksa Jovanović,Trčanje,2025-09-17,108,1050,197,0
9706,Dragana Jovanović,Joga,2024-11-24,71,735,99,0
9707,Miloš Petrović,Joga,2024-03-17,169,1036,196,0
9708,Sara Miladinović,Biciklizam,2024-10-24,137,384,96,0
9709,Milan Ristić,Teretana,2024-06-21,88,407,124,0
9710,Katarina Jovanović,Plivanje,2024-03-16,43,1331,162,0
9711,Milica Stanković,Joga,2024-10-24,19,243,158,0
9712,Jelena Ilić,Trčanje,2025-08-29,127,255,146,0
9713,Marko Milošević,Biciklizam,2025-04-24,164,563,132,0
9714,Luka Lukić,Plivanje,2024-07-22,50,141,84,0
9715,Nikolina Simić,Joga,2025-12-22,134,994,82,0
9716,Tanja Nikolić,Biciklizam,2025-05-25,69,138,158,0
9717,Nikolina Nikolić,Biciklizam,2025-07-08,95,230,197,0
9718,Ivana Popović,Biciklizam,2024-01-14,108,215,108,0
9719,Danijel Đorđević,Teretana,2025-08-28,72,137,162,0
9720,Ivana Radanović,Trčanje,2024-08-02,141,839,149,0
9721,Kristina Matić,Teretana,2024-06-23,40,377,127,0
9722,Ana Vasić,Trčanje,2024-02-28,36,377,107,0
9723,Stefanija Ilić,Biciklizam,2024-04-27,167,142,195,0
9724,Jelena Knežević,Trčanje,2025-07-09,166,576,81,0
9725,Miloš Pavlović,Teretana,2025-07-13,174,1104,143,0
9726,Kristina Jovanović,Trčanje,2025-06-17,41,122,165,0
9727,Danijel Stanković,Plivanje,2025-10-14,169,97,149,0
9728,Stefan Aleksić,Trčanje,2024-04-17,80,949,92,0
9729,Marko Kovačević,Plivanje,2025-07-10,73,1350,139,0
9730,Stefanija Matić,Plivanje,2025-04-18,154,107,162,0
9731,Nemanja Jovanović,Trčanje,2024-11-06,145,1205,195,0
9732,Milica Petrović,Trčanje,2025-12-26,169,1361,120,0
9733,Marko Jovanović,Teretana,2025-10-02,174,71,177,0
9734,Ivana Jovanović,Biciklizam,2024-11-23,24,632,79,0
9735,Jelena Vuković,Teretana,2024-02-11,25,444,153,0
9736,Vesna Pavlović,Plivanje,2025-06-30,137,1006,167,0
9737,Jelena Ristić,Plivanje,2024-05-11,76,646,133,0
9738,Kristina Vuković,Biciklizam,2025-02-07,46,473,146,0
9739,Ana Milošević,Joga,2024-07-02,164,772,170,0
9740,Jovana Petrović,Biciklizam,2025-12-15,12,233,198,0
9741,Teodora Stanković,Joga,2025-09-17,152,490,149,0
9742,Danijel Tadić,Plivanje,2025-08-25,165,1138,187,0
9743,Milan Dimitrijević,Plivanje,2025-01-18,97,1265,111,0
9744,Ivana Milenković,Joga,2025-04-24,99,1127,123,0
9745,Sara Radanović,Teretana,2024-07-06,11,1133,93,0
9746,Nemanja Radović,Joga,2025-06-30,146,1141,106,0
9747,Marko Vasić,Teretana,2024-08-03,102,1345,125,0
9748,Katarina Knežević,Plivanje,2025-05-06,138,388,121,0
9749,Filip Milošević,Biciklizam,2025-02-12,143,1136,131,0
9750,Milan Simić,Trčanje,2024-07-23,126,1021,157,0
9751,Luka Jovanović,Teretana,2025-04-01,131,1492,101,0
9752,Danijel Vasić,Joga,2024-12-22,61,1171,116,0
9753,Milica Dimitrijević,Plivanje,2025-07-27,164,535,171,0
9754,Luka Popović,Teretana,2024-03-13,157,319,111,0
9755,Ivana Petrović,Teretana,2025-08-06,34,110,80,0
9756,Teodora Dimitrijević,Biciklizam,2025-10-15,53,1432,195,0
9757,Dragana Kovačević,Teretana,2025-07-25,136,978,82,0
9758,Nikolina Matić,Teretana,2024-01-18,64,714,185,0
9759,Vesna Petrović,Plivanje,2024-05-14,62,730,131,0
9760,Aleksandar Aleksić,Joga,2025-11-04,79,474,146,0
9761,Kristina Janković,Biciklizam,2024-10-07,42,830,116,0
9762,Vladimir Dimitrijević,Joga,2025-10-25,39,1161,151,0
9763,Miloš Lukić,Plivanje,2024-12-18,26,832,61,0
9764,Milica Tadić,Biciklizam,2025-07-04,151,263,74,0
9765,Katarina Matić,Trčanje,2024-10-21,173,1154,83,0
9766,Miloš Đorđević,Biciklizam,2024-12-23,148,1119,64,0
9767,Jovana Vukić,Joga,2024-11-15,122,1108,148,0
9768,Sara Marković,Trčanje,2025-09-25,149,1426,103,0
9769,Jovana Milošević,Plivanje,2024-02-11,145,714,153,0
9770,Stefan Božić,Joga,2024-10-06,105,1274,61,0
9771,Vladimir Pavlović,Joga,2024-08-14,179,295,163,0
9772,Ana Nikolić,Joga,2025-08-29,30,839,135,0
9773,Jovana Simić,Trčanje,2025-12-26,117,1248,102,0
9774,Nikolina Tadić,Trčanje,2024-09-09,121,1080,102,0
9775,Ana Marković,Trčanje,2024-12-04,135,1378,196,0
9776,Katarina Nikolić,Biciklizam,2025-04-27,179,1087,112,0
9777,Sara Milenković,Plivanje,2025-06-19,16,912,125,0
9778,Jovana Lukić,Plivanje,2025-04-01,156,1476,137,0
9779,Ivana Matić,Joga,2024-03-13,90,1142,194,0
9780,Milan Ilić,Trčanje,2025-10-03,154,994,189,0
9781,Marija Kovačević,Biciklizam,2025-10-09,102,461,181,0
9782,Milan Stanković,Teretana,2024-09-18,173,395,187,0
9783,Aleksandar Popović,Biciklizam,2025-03-07,121,217,135,0
9784,Ana Milenković,Trčanje,2025-08-05,28,1379,158,0
9785,Miloš Vuković,Plivanje,2025-03-01,79,358,147,0
9786,Jelena Petrović,Trčanje,2025-04-08,96,167,120,0
9787,Danijel Nikolić,Trčanje,2024-11-02,161,297,122,0
9788,Aleksandar Nikolić,Biciklizam,2024-05-27,71,452,71,0
9789,Tanja Stanković,Plivanje,2025-12-22,42,1435,176,0
9790,Tanja Knežević,Biciklizam,2025-05-04,72,237,183,0
9791,Katarina Tadić,Trčanje,2025-05-25,115,114,76,0
9792,Nemanja Ilić,Joga,2024-05-07,177,609,159,0
9793,Petar Stanković,Plivanje,2025-02-06,18,86,122,0
9794,Marko Janković,Biciklizam,2024-11-26,142,817,130,0
9795,Jovana Marković,Joga,2025-06-27,153,760,118,0
9796,Marko Lukić,Teretana,2025-07-23,131,475,102,0
9797,Ivana Janković,Plivanje,2024-08-18,175,83,63,0
9798,Nikola Knežević,Trčanje,2024-01-21,135,1327,118,0
9799,Ivana Kovačević,Biciklizam,2025-11-20,23,1284,96,0
9800,Aleksa Marković,Plivanje,2024-11-06,71,819,132,0
9801,Luka Vukić,Trčanje,2024-11-09,169,766,148,0
9802,Tanja Popović,Teretana,2025-05-06,16,703,80,0
9803,Dragana Radanović,Plivanje,2024-10-27,68,69,88,0
9804,Ana Aleksić,Teretana,2024-09-04,73,693,115,0
9805,Jovana Jovanović,Plivanje,2025-07-11,10,430,181,0
9806,Teodora Vukić,Trčanje,2025-05-13,166,1463,199,0
9807,Aleksandar Milošević,Biciklizam,2024-10-22,92,137,74,0
9808,Danijel Dimitrijević,Teretana,2025-06-11,109,163,101,0
9809,Marko Knežević,Biciklizam,2024-12-21,77,572,97,0
9810,Milan Jovanović,Teretana,2025-10-03,81,1300,122,0
9811,Stefanija Stojić,Joga,2024-01-05,165,634,72,0
9812,Aleksa Vukić,Plivanje,2025-06-24,130,1381,173,0
9813,Danijel Vukić,Teretana,2025-07-21,145,1107,61,0
9814,Aleksandar Ilić,Joga,2025-12-13,76,1013,111,0
9815,Aleksandar Tadić,Trčanje,2024-06-06,139,91,66,0
9816,Marko Knežević,Trčanje,2024-02-11,109,893,146,0
9817,Danijel Ristić,Plivanje,2025-05-07,172,1235,106,0
9818,Ana Đorđević,Teretana,2025-07-31,95,1036,133,0
9819,Milan Petrović,Trčanje,2025-08-05,48,1102,122,0
9820,Nikola Aleksić,Joga,2025-07-28,89,580,76,0
9821,Ivana Ilić,Teretana,2025-01-01,166,212,101,0
9822,Nikolina Radović,Trčanje,2024-02-29,162,308,173,0
9823,Kristina Božić,Teretana,2025-11-30,131,760,105,0
9824,Marko Nikolić,Trčanje,2024-04-08,31,799,138,0
9825,Stefanija Knežević,Biciklizam,2024-12-03,46,897,104,0
9826,Vesna Miladinović,Teretana,2024-04-10,82,246,127,0
9827,Vladimir Ristić,Biciklizam,2025-04-06,17,1127,103,0
9828,Dragana Stanković,Joga,2024-04-03,80,57,64,0
9829,Luka Matić,Joga,2025-02-14,94,254,135,0
9830,Filip Milenković,Trčanje,2025-08-04,127,1151,144,0
9831,Luka Milošević,Trčanje,2025-02-14,60,870,165,0
9832,Danijel Milošević,Trčanje,2025-07-20,153,1327,188,0
9833,Aleksa Stojić,Trčanje,2024-07-14,89,284,177,0
9834,Jelena Simić,Trčanje,2024-11-06,32,1195,71,0
9835,Danijel Radović,Plivanje,2024-04-16,135,325,177,0
9836,Danijel Radanović,Trčanje,2025-06-26,19,725,130,0
9837,Ivana Stojić,Joga,2025-10-18,93,968,180,0
9838,Teodora Pavlović,Joga,2024-02-03,20,1471,87,0
9839,Marija Knežević,Joga,2025-07-10,53,670,103,0
9840,Nikola Vuković,Joga,2025-04-30,126,457,181,0
9841,Katarina Miladinović,Trčanje,2025-01-08,115,377,67,0
9842,Jelena Aleksić,Joga,2025-09-19,120,436,195,0
9843,Dragana Simić,Biciklizam,2025-08-09,122,1340,75,0
9844,Luka Nikolić,Teretana,2024-09-30,38,1286,67,0
9845,Ana Simić,Trčanje,2025-11-23,158,208,126,0
9846,Katarina Kovačević,Plivanje,2024-12-29,44,1203,129,0
9847,Sara Ilić,Teretana,2025-01-07,111,999,73,0
9848,Marija Aleksić,Teretana,2025-07-11,100,103,69,0
9849,Aleksa Božić,Trčanje,2024-05-18,54,167,77,0
9850,Danijel Ilić,Trčanje,2025-08-03,123,734,141,0
9851,Nemanja Jovanović,Teretana,2025-01-25,143,478,199,0
9852,Dragana Jovanović,Trčanje,2024-01-22,104,1240,175,0
9853,Miloš Marković,Plivanje,2025-11-12,20,332,157,0
9854,Sara Lukić,Joga,2024-03-31,169,1133,80,0
9855,Ivana Stanković,Joga,2024-04-29,22,477,78,0
9856,Vesna Nikolić,Teretana,2025-11-25,169,632,110,0
9857,Jelena Miladinović,Plivanje,2024-06-20,117,130,95,0
9858,Aleksandar Božić,Joga,2025-02-11,87,901,97,0
9859,Marija Simić,Trčanje,2025-05-01,11,1030,84,0
9860,Tanja Simić,Joga,2024-12-08,147,167,98,0
9861,Nikola Ristić,Biciklizam,2025-08-10,169,1385,141,0
9862,Nikolina Jovanović,Plivanje,2024-06-03,135,1358,147,0
9863,Vladimir Milošević,Joga,2024-05-23,133,585,162,0
9864,Marija Matić,Joga,2024-12-02,43,87,102,0
9865,Petar Stojić,Teretana,2024-09-12,95,1338,166,0
9866,Danijel Stojić,Joga,2024-07-21,72,325,82,0
9867,Nikola Ilić,Trčanje,2025-03-23,23,1015,177,0
9868,Filip Marković,Plivanje,2024-09-07,125,1013,191,0
9869,Ana Kovačević,Biciklizam,2025-07-25,65,875,192,0
9870,Vesna Radović,Teretana,2025-12-04,70,302,134,0
9871,Aleksandar Knežević,Joga,2024-10-17,112,1250,182,0
9872,Katarina Jovanović,Trčanje,2024-07-06,172,609,149,0
9873,Marko Ristić,Plivanje,2024-07-25,85,486,150,0
9874,Nikola Marković,Biciklizam,2024-11-14,125,425,95,0
9875,Nemanja Milošević,Joga,2024-07-18,85,1126,101,0
9876,Milan Milošević,Trčanje,2025-03-25,163,898,155,0
9877,Nikola Petrović,Plivanje,2024-05-20,167,166,103,0
9878,Jovana Stanković,Trčanje,2025-02-02,15,378,138,0
9879,Miloš Tadić,Plivanje,2025-04-14,99,513,89,0
9880,Petar Tadić,Joga,2024-12-02,142,359,148,0
9881,Nemanja Dimitrijević,Biciklizam,2025-09-10,51,666,166,0
9882,Katarina Đorđević,Teretana,2024-04-08,80,978,137,0
9883,Sara Vukić,Biciklizam,2025-10-20,104,589,129,0
9884,Kristina Milenković,Teretana,2024-01-02,70,571,184,0
9885,Sara Simić,Plivanje,2024-10-23,127,296,144,0
9886,Ana Božić,Biciklizam,2025-06-14,168,751,130,0
9887,Dragana Radović,Teretana,2025-07-20,158,520,154,0
9888,Jelena Tadić,Trčanje,2025-02-22,48,1468,200,0
9889,Stefanija Vasić,Plivanje,2025-09-23,130,711,158,0
9890,Nikolina Aleksić,Biciklizam,2024-09-01,29,328,109,0
9891,Kristina Tadić,Plivanje,2025-01-05,67,576,129,0
9892,Aleksa Đorđević,Trčanje,2024-06-20,78,859,81,0
9893,Ivana Milošević,Biciklizam,2025-08-03,149,282,138,0
9894,Sara Nikolić,Biciklizam,2024-12-05,49,649,158,0
9895,Nikola Simić,Joga,2024-10-25,59,1439,119,0
9896,Ivana Jovanović,Teretana,2025-06-24,134,74,184,0
9897,Petar Popović,Biciklizam,2024-07-28,63,67,63,0
9898,Stefan Jovanović,Teretana,2024-06-12,150,732,152,0
